year,genre,rating,users_rating,votes,languages,runtime
7.0,5.0,2.0,7.5,64.0,1.0,106.0
7.0,8.0,5.5,6.2,18.0,1.0,90.0
7.0,5.0,1.5,7.3,161.0,1.0,94.0
7.0,5.0,5.5,7.5,210.0,1.0,95.0
7.0,5.0,5.0,5.9,13.0,1.0,85.0
7.0,8.0,1.5,6.6,83.0,1.0,86.5
7.0,5.0,3.0,8.4,16.0,1.0,97.0
7.0,5.0,5.5,6.4,289.0,1.0,135.0
7.0,5.0,3.0,7.6,118.0,1.0,107.0
7.0,6.0,3.0,5.5,25.0,1.0,83.0
7.0,8.0,8.0,8.0,112091.0,1.0,150.0
7.0,5.0,2.5,7.3,31.0,1.0,101.0
7.0,5.0,2.0,8.2,8.0,1.0,87.5
7.0,6.0,2.0,7.6,28.0,1.0,99.5
7.0,1.0,1.5,8.2,152.0,1.0,151.0
8.0,3.0,6.0,6.5,93.0,1.0,141.0
8.0,1.0,1.0,8.2,61.0,2.0,114.0
8.0,4.0,5.5,6.2,173.0,1.0,107.0
8.0,5.0,8.0,5.7,20979.0,2.0,107.0
8.0,5.0,1.5,6.9,7.0,1.0,102.5
8.0,3.0,3.0,5.3,41.0,1.0,83.0
8.0,6.0,1.0,6.8,41.0,1.0,90.0
8.0,6.0,2.5,6.5,6.0,1.0,97.0
8.0,6.0,1.0,6.2,329.0,1.0,98.0
8.0,6.0,5.0,6.5,177.0,1.0,90.0
8.0,5.0,2.0,7.8,11.0,1.0,90.0
8.0,5.0,1.0,8.2,10.0,1.0,95.0
8.0,5.0,1.0,3.8,125.0,1.0,90.0
8.0,11.0,2.0,6.9,10.0,1.0,97.0
8.0,6.0,3.5,7.0,10.0,4.0,80.0
8.0,6.0,2.5,6.8,25.0,1.0,104.0
8.0,8.0,3.0,6.3,26.0,1.0,90.0
8.0,6.0,6.5,6.7,31.0,1.0,112.0
8.0,8.0,1.5,6.9,129.0,1.0,90.0
8.0,5.0,5.0,8.4,23.0,1.0,99.0
8.0,6.0,2.0,5.2,5.0,1.0,94.5
8.0,8.0,8.0,5.1,4618.0,2.0,119.5
8.0,1.0,5.5,6.9,170.0,1.0,117.0
8.0,3.0,3.5,4.5,15.0,1.0,83.0
8.0,3.0,1.5,6.8,5.0,1.0,86.5
8.0,6.0,5.0,4.5,15.0,1.0,91.5
8.0,5.0,2.5,4.4,5.0,1.0,104.0
8.0,5.0,1.0,6.2,76.0,1.0,100.0
8.0,5.0,3.0,6.6,94.0,5.0,115.5
8.0,5.0,3.5,6.3,7.0,1.0,107.0
8.0,5.0,2.0,7.7,63.0,1.0,107.0
8.0,6.0,1.5,6.0,81.0,1.0,98.5
8.0,5.0,1.0,6.7,111.0,1.0,101.0
8.0,3.0,6.5,5.0,14.0,1.0,89.0
8.0,5.0,2.5,7.0,26.0,1.0,97.0
8.0,5.0,3.0,6.9,18.0,1.0,100.0
8.0,6.0,5.5,6.8,121.0,1.0,121.5
8.0,6.0,5.0,6.1,8.0,1.0,83.0
8.0,5.0,2.5,7.2,209.0,1.0,110.0
8.0,5.0,2.5,6.7,97.0,1.0,110.0
